,alumnus,place,country,university
3806,Arne Björnberg,,,Uppsala University
3807,Roger Blidmo,,,Stockholm University
3808,Sigfrid Blom,,,Uppsala University
3809,Magnus Blomgren,,,Umeå University
3810,Viktor Blomquist,,,Royal Institute of Technology
3811,Marcus Bohlin,,,Mid Sweden University
3812,Gunnar Bolin,,,Stockholm University
3813,Bonde Bondeson,,,Royal Institute of Technology
3814,Mauritz Bonow,,,Uppsala University
3815,Per Borg,,,University of Gothenburg
3816,Waldemar Borgquist,,,Royal Institute of Technology
3817,Bengt Borgström,,,Lund University
3818,Olle Bosemark,,,Lund University
3819,Rolf Boström,,,Royal Institute of Technology
3820,Henry Brahmer,,,Royal Institute of Technology
3821,Christer Brandberg,,,Uppsala University
3822,Arne Branzell,,,Chalmers University of Technology
3823,Erik Bratt,,,Royal Institute of Technology
3824,Joakim von Braun,,,Stockholm University
3825,Carl Brink,,,Lund University
3826,Bertram Broberg,,,Royal Institute of Technology
3827,Hans Brodin,,,Lund University
3828,Jan-Erik Brohede,,,Örebro University
3829,Linus Brohult,,,Stockholm University
3830,Per F. Broman,,,University of Gothenburg
3831,Bo Broms,,,Royal Institute of Technology
3832,Cyrill Brosset,,,Stockholm University
3833,Tor Broström,,,Royal Institute of Technology
3834,Tor Broström,,,Chalmers University of Technology
3835,Lars Brundin,,,Lund University
3836,Bengt Brunes,,,Royal Institute of Technology
3837,Peter Brzezinski,,,Chalmers University of Technology
3838,Dan Brändström,,,Umeå University
3839,Dan Brändström,,,Uppsala University
3840,Janis Bubenko,,,Royal Institute of Technology
3841,Janis Bubenko,,,Chalmers University of Technology
3842,Gösta Bystedt,,,Royal Institute of Technology
3843,Lars Bäckman,,,Umeå University
3844,Johan Bäckström (borgmästare),,,Lund University
3845,Jan-Erling Bäckvall,,,Royal Institute of Technology
3846,Reda Bentebra,,,Mid Sweden University
3847,Lars Benzelstierna,,,Lund University
3848,Bo Broomé,,,Lund University
3849,Rolf Börjesson,,,Chalmers University of Technology
3850,Madelene Sandström,,,Uppsala University
3851,Sofie Sarenbrant,,,Mid Sweden University
3852,Ingrid Schöier,,,Stockholm University
3853,Britt-Marie Sjöberg,,,Karolinska Institute
3854,Frida Snell,,,Umeå University
3855,Anja Sonesson,,,Lund University
3856,Eva Srejber,,,Stockholm University
3857,Marina Stagh,,,Stockholm University
3858,Pernilla Ström,,,Stockholm University
3859,Catharina Svanborg,,,University of Gothenburg
3860,Amanda Svensson,,,Lund University
3861,Birgitta Swedenborg,,,Stockholm University
3862,Birgitta Tullberg,,,Stockholm University
3863,Gunnel Törnander,,,Uppsala University
3864,Kerstin Uvnäs-Moberg,,,Karolinska Institute
3865,Jessika Roswall,,,Uppsala University
3866,Susanne Dodillet,,,University of Gothenburg
3867,Eva Engvall,,,Stockholm University
3868,Tina Krantz-Rülcker,,,Umeå University
3869,Kerstin Nordenstam,,,University of Gothenburg
3870,Lena Olving,,,Chalmers University of Technology
3871,Mirjam Tapper,,,Stockholm University
3872,Monique Wadsted,,,Stockholm University
3873,Vivian Wahlberg,,,Karolinska Institute
3874,Susanne Wallmark,,,Uppsala University
3875,Sarah Wamala,,,Stockholm University
3876,Sarah Wamala,,,Karolinska Institute
3877,Jenny Wennberg,,,Uppsala University
3878,Birgitta Wistrand,,,Uppsala University
3879,Greta Woxén,,,Royal Institute of Technology
3880,Inger Zachrisson,,,Umeå University
3881,Barbro Åsman,,,Stockholm University
3882,Eva Öhrström,,,University of Gothenburg
3883,Lars Pensjö,,,Chalmers University of Technology
3884,Jan-Eric Sundgren,,,Linköping University
3885,Gustaf Lorentz Sommelius,,,Lund University
3886,Carl-Göran Hedén,,,Karolinska Institute
3887,Carl Friden,,,Royal Institute of Technology
3888,Christopher Ahlberg,,,Chalmers University of Technology
3889,Claes Fornell,,,Lund University
3890,Claes G. Ryn,,,Uppsala University
3891,Clayton Oscar Person,,,Lund University
3892,James Alex Msekela,,,Royal Institute of Technology
3893,Eric Rhenman,,,Royal Institute of Technology
3894,Erik Andersson,,,Linköping University
3895,Erik Engstrom,,,Royal Institute of Technology
3896,Erik Engstrom,,,Stockholm University
3897,Erik Tengström,,,Stockholm University
3898,Michael Benedicks,,,Royal Institute of Technology
3899,Filip Hammar and Fredrik Wikingsson,,,Mid Sweden University
3900,Fredrik Gyllenborg,,,Uppsala University
3901,Fredrik Gustafsson,,,Linköping University
3902,Fredrik Liliegren,,,Lund University
3903,Mohamed Abdel-Rehim,,,Uppsala University
3904,Bo Abrahamsson,,,Royal Institute of Technology
3905,Hans-Olov Adami,,,Uppsala University
3906,Bo Adamson,,,Royal Institute of Technology
3907,Bertil Agdur,,,Royal Institute of Technology
3908,Bertil Agdur,,,Chalmers University of Technology
3909,Gunnar Agrell,,,Royal Institute of Technology
3910,Hilding Agrell,,,Royal Institute of Technology
3911,Jan Agrell,,,Lund University
3912,Olov Agri,,,Royal Institute of Technology
3913,Carl Anton Ahlbom,,,Royal Institute of Technology
3914,Lennart Ahlgren,,,Lund University
3915,Lars Ahlmark,,,Uppsala University
3916,Mauritz Ahlstrand,,,Royal Institute of Technology
3917,Göran Ahlström,,,Royal Institute of Technology
3918,Åke Ahlström,,,Royal Institute of Technology
3919,Claes Ahlund,,,Stockholm University
3920,Claes Ahlund,,,Uppsala University
3921,Göran Ahrne,,,Uppsala University
3922,Birger Akner,,,Royal Institute of Technology
3923,Per-Åke Albertsson,,,Uppsala University
3924,Marcus Aldén,,,Chalmers University of Technology
3925,Bert Allard,,,Chalmers University of Technology
3926,Carl Allgén,,,Lund University
3927,Erling Alm,,,Lund University
3928,Mats Almgren,,,Chalmers University of Technology
3929,Per Alsén,,,Royal Institute of Technology
3930,Leif Alsheimer,,,Lund University
3931,Gunnar Alsmark,,,Lund University
3932,Johan Alströmer,,,Uppsala University
3933,Jonas Magnus Alströmer,,,Uppsala University
3934,Gunnar Alván,,,Karolinska Institute
3935,Björn Ambrosiani,,,Uppsala University
3936,Einar Améen,,,Royal Institute of Technology
3937,Louis Améen,,,Royal Institute of Technology
3938,Lars Amréus,,,Uppsala University
3939,Gunnar Agfors,,,Royal Institute of Technology
3940,Ivar Ahlgren,,,Royal Institute of Technology
3941,Per Anclow,,,Stockholm University
3942,Bengt Anderberg,,,University of Gothenburg
3943,Bertil Andersson,,,Umeå University
3944,Jan Andersson,,,Karolinska Institute
3945,Leif Andersson,,,Stockholm University
3946,Pierre Andersson,,,Linköping University
3947,Rune Andersson,,,Chalmers University of Technology
3948,Anders Andrén,,,Lund University
3949,Nils Andrén,,,Uppsala University
3950,Jan Arvid Böök,,,Lund University
3951,Jan Arvid Böök,,,Uppsala University
3952,Anders G. Carlberg,,,Lund University
3953,Per Carlson,,,Stockholm University
3954,Janne Carlsson,,,Royal Institute of Technology
3955,Sune Carlsson,,,Chalmers University of Technology
3956,Thord Carlsson,,,Uppsala University
3957,Thorsten Cars,,,Stockholm University
3958,Carl-Olof Cederlund,,,Stockholm University
3959,Lars von Celsing,,,Stockholm University
3960,Birger Christenson,,,Lund University
3961,Stefan Claesson,,,Stockholm University
3962,Carl-Johan Clemedson,,,Uppsala University
3963,Sven Cnattingius,,,Uppsala University
3964,Hans Corell,,,Uppsala University
3965,Fredrik Cronstedt,,,Uppsala University
3966,Anders Magnus Culin,,,Uppsala University
3967,Otto Cyrén,,,Chalmers University of Technology
3968,Gunnar Dahl,,,Lund University
3969,Per Dahl,,,Uppsala University
3970,Erik Dahlberg,,,Royal Institute of Technology
3971,Gunnar Dahlberg,,,Uppsala University
3972,Bo Dahlbom,,,University of Gothenburg
3973,Björn Dahlbäck,,,Lund University
3974,Allan Dahlén,,,Royal Institute of Technology
3975,Ossian Dahlgren,,,Uppsala University
3976,Gunnar Dahlsten,,,University of Gothenburg
3977,Erik Dahmén,,,Lund University
3978,Anders Danielson,,,Lund University
3979,Fritz Danielsson,,,Royal Institute of Technology
3980,Paul Davidsson,,,Lund University
3981,Gerard De Geer,,,Royal Institute of Technology
3982,Hans De Geer,,,Stockholm University
3983,Gunnar Christie Wasberg,,,Uppsala University
3984,Gunnar Johansson,,,Stockholm University
3985,Gunnar von Heijne,,,Royal Institute of Technology
3986,Gunnar Öquist,,,Umeå University
3987,Gunnar Öquist,,,Uppsala University
3988,Lennart Degerliden,,,Umeå University
3989,Bengt Delaryd,,,Royal Institute of Technology
3990,Per Delsing,,,Lund University
3991,Thomas Denk,,,Karlstad University
3992,Jan Dernestam,,,Lund University
3993,Gustaf Algernon Stierneld,,,Uppsala University
3994,Gustaf Göthberg,,,University of Gothenburg
3995,Henrik Didner,,,Uppsala University
3996,Bengt Dieden,,,Royal Institute of Technology
3997,Patrik Dufwa,,,University of Gothenburg
3998,Göran K. Hansson,,,University of Gothenburg
3999,Göran Petersson,,,Lund University
4000,Hans Edstrand,,,Royal Institute of Technology
4001,Jan-Erik Edström,,,University of Gothenburg
4002,Hilding Eek,,,Stockholm University
4003,Hilding Eek,,,Uppsala University
4004,Erik A. Egervärn,,,Uppsala University
4005,Måns Ehrenberg,,,Royal Institute of Technology
4006,Richard Ehrenborg,,,Uppsala University
4007,H. M. G. S. Palihakkara,,,Lund University
4008,Stefan Einhorn,,,Karolinska Institute
4009,Nils-Eric Ekblad,,,Lund University
4010,Lars Ekbom,,,Royal Institute of Technology
4011,Waldemar Ekedahl,,,Lund University
4012,Torsten Ekedahl,,,University of Gothenburg
4013,Jonas Ekfeldt,,,Stockholm University
4014,Börje Ekholm,,,Royal Institute of Technology
4015,Elon Ekman,,,Royal Institute of Technology
4016,Hamisi Kigwangalla,,,Karolinska Institute
4017,Hanno Essén,,,Stockholm University
4018,Hans Rådström,,,Stockholm University
4019,Hans Stråberg,,,Chalmers University of Technology
4020,Hans Bjur,,,Chalmers University of Technology
4021,Carl Alfred Cornelius,,,Uppsala University
4022,Gösta Ekspong,,,Uppsala University
4023,Gunnar Ekström,,,Lund University
4024,Hans Birger Ekström,,,Uppsala University
4025,Axel Ekwall,,,Royal Institute of Technology
4026,Erik Elff,,,Uppsala University
4027,Gunnar Elfström,,,Lund University
4028,Lennart Eliasson (biolog),,,Lund University
4029,Lars Elinderson,,,University of Gothenburg
4030,Anders Elofson,,,Swedish University of Agricultural Sciences
4031,John Elvesjo,,,Royal Institute of Technology
4032,Urban Emanuelsson,,,Lund University
4033,Lars Emilson,,,Lund University
4034,Peje Emilsson,,,Stockholm University
4035,Lennart Enebo,,,Royal Institute of Technology
4036,Anders Enemar,,,Lund University
4037,Elov Englesson,,,Chalmers University of Technology
4038,Sixten Englesson,,,Royal Institute of Technology
4039,Gunnar Engman,,,Royal Institute of Technology
4040,Lars Engstrand,,,Uppsala University
4041,Björn Engström,,,Stockholm University
4042,Holger Erdtman,,,Stockholm University
4043,Lars Ericson Wolke,,,Stockholm University
4044,Bernt Ericson,,,Royal Institute of Technology
4045,Mats Ericson,,,Karolinska Institute
4046,Per Ericson,,,Uppsala University
4047,Thorsten Ericson,,,Chalmers University of Technology
4048,Helge Ericson,,,Royal Institute of Technology
4049,Bo G. Erikson,,,Uppsala University
4050,Adolf Eriksson,,,Uppsala University
4051,Anders Eriksson,,,Royal Institute of Technology
4052,Erik Eriksson,,,Swedish University of Agricultural Sciences
4053,Erik Eriksson,,,Stockholm University
4054,Håkan Eriksson,,,Linköping University
4055,Jakob Eriksson,,,Lund University
4056,Henrik von Sydow,,,Lund University
4057,Olle Eriksson,,,Uppsala University
4058,Per-Olof Eriksson,,,Royal Institute of Technology
4059,Sven-Erik Eriksson,,,Royal Institute of Technology
4060,Torsten Eriksson,,,Stockholm University
4061,Fredrik Erixon,,,Uppsala University
4062,Peter Erman,,,Stockholm University
4063,Thomas Erséus,,,Chalmers University of Technology
4064,Carl von der Esch,,,Stockholm University
4065,Oskar Ewerlöf,,,Lund University
4066,Folke Fagerlind,,,Stockholm University
4067,Melker Falkenberg,,,Uppsala University
4068,Hilding Faxén,,,Uppsala University
4069,Karl-Olof Faxén,,,Stockholm University
4070,Mohammad Fazlhashemi,,,Umeå University
4071,Martin Fehrm,,,Royal Institute of Technology
4072,Johan Gustaf Flodin,,,Uppsala University
4073,Jan Foghelin,,,Royal Institute of Technology
4074,Sven Fornander,,,Royal Institute of Technology
4075,Hans G. Forsberg,,,Royal Institute of Technology
4076,Uno Forsberg,,,Royal Institute of Technology
4077,Erik Forslind,,,Royal Institute of Technology
4078,Jakob Forssell,,,Royal Institute of Technology
4079,Curt Franksson,,,Karolinska Institute
4080,Curt Franksson,,,Uppsala University
4081,Claes Fransson,,,Lund University
4082,Josef Fransson,,,Örebro University
4083,Sixten Franzén,,,Karolinska Institute
4084,Malcolm Fridlund,,,Stockholm University
4085,Åke Fritjofsson,,,Uppsala University
4086,Jan Fryk,,,Swedish University of Agricultural Sciences
4087,Gustaf Funck,,,Uppsala University
4088,Gösta Funke,,,Stockholm University
4089,Tore Furberg,,,Uppsala University
4090,Carl Olof Gabrielson,,,Royal Institute of Technology
4091,Olof Gabrielson,,,Stockholm University
4092,Erik Gabrielsson,,,Royal Institute of Technology
4093,Gösta Gahm,,,Stockholm University
4094,Joakim Garpe,,,Uppsala University
4095,Ola Gefvert,,,Uppsala University
4096,Wilhelm Geijer,,,Umeå University
4097,Claes Gejrot,,,Stockholm University
4098,Olle Gellerman,,,Uppsala University
4099,Tor Ragnar Gerholm,,,Uppsala University
4100,Robert Gidehag,,,Uppsala University
4101,Jan Gillberg,,,Stockholm University
4102,Erik Glemme,,,Royal Institute of Technology
4103,Göran Goldkuhl,,,Stockholm University
4104,Ariel Goobar,,,Stockholm University
4105,Lennart Grabe,,,Stockholm University
4106,Carl Fredrik Graf,,,Lund University
4107,Nils Gralén,,,Uppsala University
4108,Axel Granholm,,,Royal Institute of Technology
4109,Mats Granryd,,,Royal Institute of Technology
4110,Pär Granstedt,,,Stockholm University
4111,Ernst Wilhelm Grefberg,,,Uppsala University
4112,Torkel Gregow,,,Lund University
4113,Göran Grimvall,,,Chalmers University of Technology
4114,Elias Grip,,,Uppsala University
4115,Carl Gripenhielm,,,Uppsala University
4116,Nils Gripenhielm,,,Uppsala University
4117,Robert W. Grubbström,,,Royal Institute of Technology
4118,Jonas Ulrik Grönlund,,,Uppsala University
4119,Peter Gudmundson,,,Royal Institute of Technology
4120,Sven H. Gullman,,,University of Gothenburg
4121,Tore Gullstrand,,,Royal Institute of Technology
4122,Per Egon Gummeson,,,Royal Institute of Technology
4123,Claes Gustafsson,,,University of Gothenburg
4124,Georg Gustafsson (fysiker),,,Umeå University
4125,Karl Axelsson,,,Stockholm University
4126,Emil Finneve Gustrin,,,Lund University
4127,Gabriel Gabrielsson Gyllengrip,,,Uppsala University
4128,Eric Gyllenstierna af Lundholm,,,Lund University
4129,Eli Göndör,,,Stockholm University
4130,Bengt Göransson,,,Stockholm University
4131,Kemal Görgü,,,Stockholm University
4132,Fredrik Haage,,,Uppsala University
4133,Stig Hadenius,,,University of Gothenburg
4134,Stig Hagström,,,Uppsala University
4135,Tony Hagström,,,Stockholm University
4136,Tony Hagström,,,Lund University
4137,Gösta Hagströmer,,,Uppsala University
4138,Magnus Hall,,,Linköping University
4139,Håkan Hallander,,,Lund University
4140,Tord Jöran Hallberg,,,Chalmers University of Technology
4141,Eric Hallgren,,,Uppsala University
4142,Carl-Otto Hallström,,,Royal Institute of Technology
4143,Gunnar Hambraeus,,,Royal Institute of Technology
4144,Gunnar Hambraeus,,,Uppsala University
4145,Leif Hambræus,,,Karolinska Institute
4146,Hans Birger Hammar,,,Lund University
4147,August Hammarström,,,Lund University
4148,August Hammarström,,,Uppsala University
4149,Lennart Hammarström,,,Karolinska Institute
4150,Tomas Hansen,,,Royal Institute of Technology
4151,Bo Hansson,,,University of Gothenburg
4152,Robert Hansson,,,Uppsala University
4153,Sven Ove Hansson,,,Lund University
4154,Sven Ove Hansson,,,Uppsala University
4155,Sigge Haraldsson,,,Lund University
4156,Lennart Hardell,,,Umeå University
4157,Nils Hartler,,,Chalmers University of Technology
4158,Adolf Hasselgren,,,Lund University
4159,Torbjörn Hedberg,,,Uppsala University
4160,Stefan Hedlund,,,Lund University
4161,Johan Jacob Hedrén,,,Uppsala University
4162,Jan-Olof Hedström,,,Royal Institute of Technology
4163,Sven Åke Heed,,,Lund University
4164,Bo Heinebäck,,,Uppsala University
4165,Theodor Hellman,,,Uppsala University
4166,Ulf Hellsten,,,Stockholm University
4167,Kurt Hellström,,,Royal Institute of Technology
4168,Magnus Henrekson,,,University of Gothenburg
4169,Clas Herlin,,,Royal Institute of Technology
4170,Ernst Herslow,,,Lund University
4171,Sigurd Heuman,,,Lund University
4172,Mats Hillert,,,Chalmers University of Technology
4173,Frank Hirsch,,,Royal Institute of Technology
4174,Folke Hjalmers,,,Chalmers University of Technology
4175,Tomas Hode,,,Stockholm University
4176,Sven von Hofsten,,,Royal Institute of Technology
4177,Bert-Inge Hogsved,,,Chalmers University of Technology
4178,Ragnar Holm,,,Uppsala University
4179,Carl Holmberg,,,Stockholm University
4180,Henrik C:son Holmdahl,,,Uppsala University
4181,Erik Holmdal,,,Chalmers University of Technology
4182,Bjarne Holmqvist,,,Chalmers University of Technology
4183,Lars Holst,,,Lund University
4184,Lars Holst,,,Uppsala University
4185,Rudolf Horn,,,Lund University
4186,Sven Emil Snogerup,,,Lund University
4187,Yngve Hugo,,,Uppsala University
4188,Per Olof Hulth,,,Stockholm University
4189,Lamek Hulthén,,,Stockholm University
4190,Sven-August Hultin,,,Chalmers University of Technology
4191,Einar Hultman,,,Royal Institute of Technology
4192,Johan Hultman,,,Uppsala University
