,alumnusLabel,organisationLabel,placeLabel,countryLabel
2661,Germund Dahlquist,Royal Institute of Technology,Stockholm Municipality,Sweden
2662,Daniel Lundin,Royal Institute of Technology,Stockholm Municipality,Sweden
2663,Emil Victor Langlet,Royal Institute of Technology,Stockholm Municipality,Sweden
2664,Gustaf Robert Dahlander,Royal Institute of Technology,Stockholm Municipality,Sweden
2665,Lars A. Berglund,Royal Institute of Technology,Stockholm Municipality,Sweden
2666,Jens Zander,Royal Institute of Technology,Stockholm Municipality,Sweden
2667,Arne Kaijser,Royal Institute of Technology,Stockholm Municipality,Sweden
2668,Per Enflo,Royal Institute of Technology,Stockholm Municipality,Sweden
2669,Christer Fuglesang,Royal Institute of Technology,Stockholm Municipality,Sweden
2670,Helge von Koch,Royal Institute of Technology,Stockholm Municipality,Sweden
2671,Kai Siegbahn,Royal Institute of Technology,Stockholm Municipality,Sweden
2672,Ivar Otto Bendixson,Royal Institute of Technology,Stockholm Municipality,Sweden
2673,Johan Håstad,Royal Institute of Technology,Stockholm Municipality,Sweden
2674,Hanna Betts Lindroos,Royal Institute of Technology,Stockholm Municipality,Sweden
2675,Yuning Zhang,Royal Institute of Technology,Stockholm Municipality,Sweden
2676,Q65273185,Royal Institute of Technology,Stockholm Municipality,Sweden
2677,wang yonglei,Royal Institute of Technology,Stockholm Municipality,Sweden
2678,Jakob Regberg,Royal Institute of Technology,Stockholm Municipality,Sweden
2679,Lars Bergqvist,Royal Institute of Technology,Stockholm Municipality,Sweden
2680,Linn Fagerberg,Royal Institute of Technology,Stockholm Municipality,Sweden
2681,Anders Lindstedt,Royal Institute of Technology,Stockholm Municipality,Sweden
2682,Peter Hedström,Royal Institute of Technology,Stockholm Municipality,Sweden
2683,Love Alm,Royal Institute of Technology,Stockholm Municipality,Sweden
2684,Lars A. Berglund,Royal Institute of Technology,Stockholm Municipality,Sweden
2685,Erik Widman,Royal Institute of Technology,Stockholm Municipality,Sweden
2686,Fritz Carlson,Royal Institute of Technology,Stockholm Municipality,Sweden
2687,Erik Sandewall,Royal Institute of Technology,Stockholm Municipality,Sweden
2688,Jonas Strandberg,Royal Institute of Technology,Stockholm Municipality,Sweden
2689,Torbjörn Pettersson,Royal Institute of Technology,Stockholm Municipality,Sweden
2690,Egor Babaev,Royal Institute of Technology,Stockholm Municipality,Sweden
2691,Sara Zahedi,Royal Institute of Technology,Stockholm Municipality,Sweden
2692,Martin Malmsten,Royal Institute of Technology,Stockholm Municipality,Sweden
2693,Johan Sundberg,Royal Institute of Technology,Stockholm Municipality,Sweden
2694,Bengt Rånby,Royal Institute of Technology,Stockholm Municipality,Sweden
2695,Bengt Rosén (matematiker),Royal Institute of Technology,Stockholm Municipality,Sweden
2696,Walfrid Petersson,Royal Institute of Technology,Stockholm Municipality,Sweden
2697,Sven Odén,Royal Institute of Technology,Stockholm Municipality,Sweden
2698,Ulf Grenander,Royal Institute of Technology,Stockholm Municipality,Sweden
2699,Carl-Olof Morfeldt,Royal Institute of Technology,Stockholm Municipality,Sweden
2700,Jan-Robert Eklind,Royal Institute of Technology,Stockholm Municipality,Sweden
2701,Evert Norlin,Royal Institute of Technology,Stockholm Municipality,Sweden
2702,Börje Steenberg,Royal Institute of Technology,Stockholm Municipality,Sweden
2703,Lars Sillén,Royal Institute of Technology,Stockholm Municipality,Sweden
2704,Gustav Nyström,Royal Institute of Technology,Stockholm Municipality,Sweden
2705,Elias Odelstad,Royal Institute of Technology,Stockholm Municipality,Sweden
2706,Henrik Aspeborg,Royal Institute of Technology,Stockholm Municipality,Sweden
2707,Staffan Linnaeus,Royal Institute of Technology,Stockholm Municipality,Sweden
2708,Gunnar Markesjö,Royal Institute of Technology,Stockholm Municipality,Sweden
2709,Ivar Malmer,Royal Institute of Technology,Stockholm Municipality,Sweden
2710,Peter Stilbs,Royal Institute of Technology,Stockholm Municipality,Sweden
2711,Olof Ramström,Royal Institute of Technology,Stockholm Municipality,Sweden
2712,Svante Lindqvist,Royal Institute of Technology,Stockholm Municipality,Sweden
2713,Ole Lamm,Royal Institute of Technology,Stockholm Municipality,Sweden
2714,Waloddi Weibull,Royal Institute of Technology,Stockholm Municipality,Sweden
2715,Arvid Lindström,Royal Institute of Technology,Stockholm Municipality,Sweden
2716,Måns Nilsson,Royal Institute of Technology,Stockholm Municipality,Sweden
2717,Anna-Karin Tornberg,Royal Institute of Technology,Stockholm Municipality,Sweden
2718,Rajeev Thottappillil,Royal Institute of Technology,Stockholm Municipality,Sweden
2719,Gustaf Kobb,Royal Institute of Technology,Stockholm Municipality,Sweden
2720,Bo Kjellberg,Royal Institute of Technology,Stockholm Municipality,Sweden
2721,Ivar Malmer,Royal Institute of Technology,Stockholm Municipality,Sweden
2722,Peter Klason,Royal Institute of Technology,Stockholm Municipality,Sweden
2723,Lars Holst,Royal Institute of Technology,Stockholm Municipality,Sweden
2724,Hans Hertz,Royal Institute of Technology,Stockholm Municipality,Sweden
2725,Sven Ove Hansson,Royal Institute of Technology,Stockholm Municipality,Sweden
2726,Kurt Johansson,Royal Institute of Technology,Stockholm Municipality,Sweden
2727,E. Ingelstam,Royal Institute of Technology,Stockholm Municipality,Sweden
2728,Lars Holst,Royal Institute of Technology,Stockholm Municipality,Sweden
2729,Hjalmar Holmgren,Royal Institute of Technology,Stockholm Municipality,Sweden
2730,Sven Ove Hansson,Royal Institute of Technology,Stockholm Municipality,Sweden
2731,Åke Pleijel,Royal Institute of Technology,Stockholm Municipality,Sweden
2732,Pål Nyrén,Royal Institute of Technology,Stockholm Municipality,Sweden
2733,Einar Lindholm,Royal Institute of Technology,Stockholm Municipality,Sweden
2734,Jonas Linde,Royal Institute of Technology,Stockholm Municipality,Sweden
2735,Karl-Erik Larsson,Royal Institute of Technology,Stockholm Municipality,Sweden
2736,Jussi Karlgren,Royal Institute of Technology,Stockholm Municipality,Sweden
2737,Lamek Hulthén,Royal Institute of Technology,Stockholm Municipality,Sweden
2738,Ulf Hellsten,Royal Institute of Technology,Stockholm Municipality,Sweden
2739,Anders Gullberg,Royal Institute of Technology,Stockholm Municipality,Sweden
2740,Rakel Wreland Lindström,Royal Institute of Technology,Stockholm Municipality,Sweden
2741,Karl Henrik Johansson,Royal Institute of Technology,Stockholm Municipality,Sweden
2742,Felix Ryde,Royal Institute of Technology,Stockholm Municipality,Sweden
2743,Per Sjölin,Royal Institute of Technology,Stockholm Municipality,Sweden
2744,Carl Arendt Ångström,Royal Institute of Technology,Stockholm Municipality,Sweden
2745,Lars Erik Zachrisson,Royal Institute of Technology,Stockholm Municipality,Sweden
2746,Göran Andersson,Royal Institute of Technology,Stockholm Municipality,Sweden
2747,Arne Kaijser,Royal Institute of Technology,Stockholm Municipality,Sweden
2748,Fredrik Laurentz Ekman,Royal Institute of Technology,Stockholm Municipality,Sweden
2749,Gudmund Borelius,Royal Institute of Technology,Stockholm Municipality,Sweden
2750,Hilding Faxén,Royal Institute of Technology,Stockholm Municipality,Sweden
2751,Adolf Eriksson,Royal Institute of Technology,Stockholm Municipality,Sweden
2752,Lars Johan Wallmark,Royal Institute of Technology,Stockholm Municipality,Sweden
2753,Janne Wallenius,Royal Institute of Technology,Stockholm Municipality,Sweden
2754,Carl-Gustav Esseen,Royal Institute of Technology,Stockholm Municipality,Sweden
2755,Björn Engquist,Royal Institute of Technology,Stockholm Municipality,Sweden
2756,Sigvard Arne Eklund,Royal Institute of Technology,Stockholm Municipality,Sweden
2757,David Enskog,Royal Institute of Technology,Stockholm Municipality,Sweden
2758,Lennart Carleson,Royal Institute of Technology,Stockholm Municipality,Sweden
2759,Erik Edlund,Royal Institute of Technology,Stockholm Municipality,Sweden
2760,Helge von Koch,Royal Institute of Technology,Stockholm Municipality,Sweden
2761,Kai Siegbahn,Royal Institute of Technology,Stockholm Municipality,Sweden
2762,Ivar Otto Bendixson,Royal Institute of Technology,Stockholm Municipality,Sweden
2763,Johan Håstad,Royal Institute of Technology,Stockholm Municipality,Sweden
2764,Hannes Alfvén,Royal Institute of Technology,Stockholm Municipality,Sweden
2765,K. Anders Ericsson,Florida State University,Tallahassee,United States of America
2766,Bahar Baser,University of Warwick,Coventry,United Kingdom
2767,Halina Rubinsztein-Dunlop,University of Queensland,Brisbane,Australia
2768,Johan Israel Näslund,Diocese of Härnösand,Sweden,Sweden
2769,Carl Gustaf Näslund,Diocese of Härnösand,Sweden,Sweden
2770,Daniel Birnbaum,Städelschule,Frankfurt am Main,Germany
2771,Solveig Felton,Queen's University Belfast,Belfast,United Kingdom
2772,Rubina Kotak,Queen's University Belfast,Belfast,United Kingdom
2773,Belisário Moiane,Eduardo Mondlane University,Maputo,Mozambique
2774,Abdul Karim Bangura,Bowie State University,Bowie,United States of America
2775,Aslihan Tolun,Boğaziçi University,Istanbul,Turkey
2776,Alf Rehn,Åbo Akademi University,Vaasa,Finland
2777,Sten Berglund,Åbo Akademi University,Vaasa,Finland
2778,Lars Ericson Wolke,Åbo Akademi University,Vaasa,Finland
2779,Claes Ahlund,Åbo Akademi University,Vaasa,Finland
2780,Erik Hägglund,Åbo Akademi University,Vaasa,Finland
2781,Claes Ahlund,Åbo Akademi University,Vaasa,Finland
2782,Georg Alanus,Åbo Akademi University,Vaasa,Finland
2783,Yngve Brilioth,Åbo Akademi University,Vaasa,Finland
2784,Daniel Myréen,Åbo Akademi University,Vaasa,Finland
2785,Arne Fagerström,Åbo Akademi University,Vaasa,Finland
2786,Guje Sevón,Åbo Akademi University,Vaasa,Finland
2787,Helge Backlund,Åbo Akademi University,Vaasa,Finland
2788,Knut Ahnlund,Aarhus University,Aarhus Municipality,Denmark
2789,Horace Engdahl,Aarhus University,Aarhus Municipality,Denmark
2790,Morten Tange Olsen,Aarhus University,Aarhus Municipality,Denmark
2791,Magnus Lund,Aarhus University,Aarhus Municipality,Denmark
2792,Matthias Ketzel,Aarhus University,Aarhus Municipality,Denmark
2793,Johan Palmfeldt,Aarhus University,Aarhus Municipality,Denmark
2794,Jörgen Lehmann,Aarhus University,Aarhus Municipality,Denmark
2795,Åsa Zetterberg,Government of Sweden,Stockholm,Sweden
2796,Anna-Karin Tornberg,Courant Institute of Mathematical Sciences,New York,United States of America
2797,Anna-Karin Tornberg,Courant Institute of Mathematical Sciences,New York,United States of America
2798,Devanita Ghosh,Indian Institute of Science,Bengaluru,India
2799,Ahmed M Saveer,Indian Institute of Science,Bengaluru,India
2800,Olof Ohlsson Sax,Nordic Institute for Theoretical Physics,Stockholm Municipality,Sweden
2801,Amy Marjorie Dale,Lady Margaret Hall,Oxford,United Kingdom
2802,Percy Elfstrand,National Library of Sweden,Stockholm Municipality,Sweden
2803,Karin Grönvall,National Library of Sweden,Stockholm Municipality,Sweden
2804,Jonas Nordin,National Library of Sweden,Stockholm Municipality,Sweden
2805,Ulla Ehrensvärd,National Library of Sweden,Stockholm Municipality,Sweden
2806,Carl Larsson Kämpe,National Library of Sweden,Stockholm Municipality,Sweden
2807,Anders Burius,National Library of Sweden,Stockholm Municipality,Sweden
2808,Carl Skottsberg,Gothenburg Botanical Garden,Gothenburg Municipality,Sweden
2809,Ivan Snehota,Bocconi University,Milan,Italy
2810,Jessica Lindholm,Malmö University,Malmö Municipality,Sweden
2811,Jacob Andersson,Malmö University,Malmö Municipality,Sweden
2812,M Ideland,Malmö University,Malmö Municipality,Sweden
2813,Rickard du Rietz,Malmö University,Malmö Municipality,Sweden
2814,Lone Scocozza,Malmö University,Malmö Municipality,Sweden
2815,Henrik Hartman,Malmö University,Malmö Municipality,Sweden
2816,Gunilla Borglin,Malmö University,Malmö Municipality,Sweden
2817,Björn Johnson,Malmö University,Malmö Municipality,Sweden
2818,Paul Davidsson,Malmö University,Malmö Municipality,Sweden
2819,Morten Tange Olsen,Natural History Museum of Denmark,Copenhagen Municipality,Denmark
2820,Baolin Guo,Xi'an Jiaotong University,Xi'an,People's Republic of China
2821,Shemin Lu,Xi'an Jiaotong University,Xi'an,People's Republic of China
2822,Alain Gras,University of Paris 1 Pantheon-Sorbonne,Paris,France
2823,Vancho Kocevski,University of South Carolina,Columbia,United States of America
2824,Julie Ault,California Institute of the Arts,Santa Clarita,United States of America
2825,Sara L Bengtsson,University of East Anglia,Norfolk,United Kingdom
2826,Sara L Bengtsson,University of East Anglia,Norwich,United Kingdom
2827,Sara L Bengtsson,University of East Anglia,Norfolk,United Kingdom
2828,Sara L Bengtsson,University of East Anglia,Norwich,United Kingdom
2829,Ala Trusina,"University of California, San Francisco",San Francisco,United States of America
2830,Magnus Sandberg,"University of California, San Francisco",San Francisco,United States of America
2831,Anders I Persson,"University of California, San Francisco",San Francisco,United States of America
2832,Erland Waldenström,Stockholm School of Economics,Stockholm Municipality,Sweden
2833,Sverker Martin-Löf,Stockholm School of Economics,Stockholm Municipality,Sweden
2834,Kurt Hellström,Stockholm School of Economics,Stockholm Municipality,Sweden
2835,Eric Rhenman,Stockholm School of Economics,Stockholm Municipality,Sweden
2836,Jörgen Weibull,Stockholm School of Economics,Stockholm Municipality,Sweden
2837,Anders Westlund,Stockholm School of Economics,Stockholm Municipality,Sweden
2838,Leif Lindmark,Stockholm School of Economics,Stockholm Municipality,Sweden
2839,Kerstin Sahlin,Stockholm School of Economics,Stockholm Municipality,Sweden
2840,Hans De Geer,Stockholm School of Economics,Stockholm Municipality,Sweden
2841,Erik Lakomaa,Stockholm School of Economics,Stockholm Municipality,Sweden
2842,Christina Ramberg,Stockholm School of Economics,Stockholm Municipality,Sweden
2843,Kerstin Hessius,Stockholm School of Economics,Stockholm Municipality,Sweden
2844,Christer Karlsson,Stockholm School of Economics,Stockholm Municipality,Sweden
2845,Assar Lindbeck,Stockholm School of Economics,Stockholm Municipality,Sweden
2846,Stefan Persson,Stockholm School of Economics,Stockholm Municipality,Sweden
2847,Magnus Johannesson,Stockholm School of Economics,Stockholm Municipality,Sweden
2848,Bertil Ohlin,Stockholm School of Economics,Stockholm Municipality,Sweden
2849,Erik Lundberg,Stockholm School of Economics,Stockholm Municipality,Sweden
2850,Gunnar Myrdal,Stockholm School of Economics,Stockholm Municipality,Sweden
2851,Gunnar Arpi,Stockholm School of Economics,Stockholm Municipality,Sweden
2852,Sture Petrén,Stockholm School of Economics,Stockholm Municipality,Sweden
