,alumnusLabel,birthplaceLabel,birthplacecountryLabel,universityLabel
1890,Martin Wahlbäck,Åmål,Sweden,Uppsala University
1891,Sten Wahlund,Bollnäs,Sweden,Uppsala University
1892,Martin Waldenström,Gävle,Sweden,Uppsala University
1893,August Wall,Sevalla,Sweden,Uppsala University
1894,Sven Wallander,Stockholm,Sweden,Royal Institute of Technology
1895,Anton Wallby,Vallby församling,Sweden,Chalmers University of Technology
1896,Jacob Wallenberg,Viby socken,Sweden,Uppsala University
1897,Marcus Wallenberg,Linköping,Sweden,Uppsala University
1898,Lars Wallenstedt,Uppsala,Sweden,Uppsala University
1899,Ivar Wallerius,Gothenburg,Sweden,Lund University
1900,Curt Wallis,Stockholm,Sweden,Uppsala University
1901,Lars Johan Wallmark,Luleå,Sweden,Uppsala University
1902,Einar Wallquist,Steneby socken,Sweden,Karolinska Institute
1903,Elof Wallquist,Kuddby socken,Sweden,Uppsala University
1904,Martin Wallström,Uddevalla,Sweden,University of Gothenburg
1905,Frans Wilhelm Warfvinge,Leksbergs socken,Sweden,Uppsala University
1906,Zakarias Wattrang,Södertälje,Sweden,Uppsala University
1907,Willie Weberg,Helsingborg,Sweden,Royal Institute of Technology
1908,Johan Otto Wedberg,Stockholm City,Sweden,Uppsala University
1909,Juhana Wegelius (younger),Stockholm,Sweden,Uppsala University
1910,Gunnar Weijman-Hane,Varberg,Sweden,Chalmers University of Technology
1911,Erik Wellander,Nyköping,Sweden,Uppsala University
1912,Mikael Wendt,Johanneberg,Sweden,University of Gothenburg
1913,Melchior Wernstedt,Strängnäs,Sweden,Chalmers University of Technology
1914,Hans Werthén,Ludvika församling,Sweden,Royal Institute of Technology
1915,Hans Gustaf Wessberg,Gothenburg,Sweden,University of Gothenburg
1916,Anders Wesström,Sala,Sweden,Uppsala University
1917,Eric Westberg,Hudiksvall,Sweden,Uppsala University
1918,Torbjörn Westermark,Sollefteå,Sweden,Royal Institute of Technology
1919,Sten Westholm,Stockholm,Sweden,Royal Institute of Technology
1920,Axel Westling,Örebro,Sweden,Stockholm University
1921,Karl Ivan Westman,Linköping,Sweden,Uppsala University
1922,Knut B. Westman,Härnösands domkyrkoförsamling,Sweden,Uppsala University
1923,Hjalmar Westring,Jönköping,Sweden,Uppsala University
1924,Johan Peter Westring,Linköping,Sweden,Uppsala University
1925,Folke P:son Wetter,Jönköping,Sweden,Uppsala University
1926,Karl Gustaf Wetterhoff,Hattula,Finland,Uppsala University
1927,Gunnar Wetterling,Linneryds församling,Sweden,Royal Institute of Technology
1928,Gunnar Wetterling,Linneryds församling,Sweden,Chalmers University of Technology
1929,Otto Georg Wetterstrand,Skövde,Sweden,Uppsala University
1930,Börje Wickberg,Stockholm,Sweden,Royal Institute of Technology
1931,Sven Wicksell,Hedvig Eleonora församling,Sweden,Lund University
1932,Victor Hugo Wickström,Hedemora,Sweden,Uppsala University
1933,Samuel Wide,Stora Tuna Rural Municipality,Sweden,Uppsala University
1934,Gustav Adolf Widell,Hedvig Eleonora församling,Sweden,Stockholm University
1935,Johan Widén,Kumla socken,Sweden,Uppsala University
1936,Henrik Adolf Widmark,Ljusdals socken,Sweden,Uppsala University
1937,Markus Wiechel,Vreta,Sweden,Linköping University
1938,Lasse Wierup,Röstånga,Sweden,Stockholm University
1939,Lasse Wierup,Röstånga,Sweden,Lund University
1940,Alfred Wigelius,Åmåls stadsförsamling,Sweden,Swedish University of Agricultural Sciences
1941,Thorsten Wigelius,Åmåls stadsförsamling,Sweden,Chalmers University of Technology
1942,Viktor Wigert,Norrköping,Sweden,Karolinska Institute
1943,John Wigforss,Karlshamn,Sweden,Lund University
1944,Hjalmar Wijk,Klara Parish,Sweden,Uppsala University
1945,Olof Wijk den yngre,Domkyrkoförsamlingen in Göteborg,Sweden,Uppsala University
1946,Per-Olof H. Wikström,Uppsala,Sweden,Stockholm University
1947,Peter Vikström,Piteå,Sweden,Luleå University of Technology
1948,Henrik Williams,Kalmar,Sweden,Uppsala University
1949,Sven Wilson,Stockholm,Sweden,Uppsala University
1950,Håkan Winberg,Ånge,Sweden,Uppsala University
1951,Gabriel Winge,Uppsala,Sweden,Royal Institute of Technology
1952,Johan Wingård,Bohuslän,Sweden,Uppsala University
1953,Rolf Wolff,Wuppertal,Germany,University of Gothenburg
1954,Christopher Wollter,Vänge,Sweden,University of Gothenburg
1955,Sven Wranér,Kungsholms parish,Sweden,Royal Institute of Technology
1956,Eric Wrangel,Stockholm,Sweden,Uppsala University
1957,Thorild Wulff,Gothenburg,Sweden,Lund University
1958,Niklas Wykman,Kalmar,Sweden,Stockholm University
1959,Olle Wästberg,Stockholm,Sweden,Stockholm University
1960,Frans Oskar Wågman,Linköping,Sweden,Uppsala University
1961,Gustav Ytterborn,Ytterby församling,Sweden,Swedish University of Agricultural Sciences
1962,Jens Zander,Lütjenburg,Germany,Linköping University
1963,Carl Edvard Zedritz,Alingsås,Sweden,Uppsala University
1964,Herman Zetterberg,Gustafsberg,Sweden,Uppsala University
1965,Carl Zetterström,Rödöns församling,Sweden,Uppsala University
1966,Eric Peter Älf,Linköping,Sweden,Uppsala University
1967,Johan David Valerius,Gothenburg,Sweden,Uppsala University
1968,Johan Börjesson,Tanum Municipality,Sweden,Uppsala University
1969,Östen Mäkitalo,Koutojärvi,Sweden,Royal Institute of Technology
1970,John Axel Nannfeldt,Trelleborg,Sweden,Uppsala University
1971,Jan Mårtenson,Uppsala,Sweden,Uppsala University
1972,Sten Grillner,Stockholm,Sweden,University of Gothenburg
1973,Pär Aron Borg,Avesta parish,Sweden,Uppsala University
1974,Niklas Jonsson,Piteå,Sweden,Luleå University of Technology
1975,Frans Reinhold Kjellman,Torsö församling,Sweden,Uppsala University
1976,Sune Lindqvist,Eskilstuna,Sweden,Stockholm University
1977,Sven-Gösta Nilsson,Kristianstad,Sweden,Royal Institute of Technology
1978,Sverker Oredsson,Gothenburg,Sweden,Lund University
1979,Anders Gustaf Dahlbom,Sweden,Sweden,Lund University
1980,Mauricio Rojas,Santiago,Chile,Lund University
1981,Ulf Ekman,Gothenburg,Sweden,Uppsala University
1982,Thomas Hakon Grönwall,Dylta bruk,Sweden,Stockholm University
1983,Thomas Hakon Grönwall,Dylta bruk,Sweden,Uppsala University
1984,Thomas Sandell,Sweden,Sweden,Uppsala University
1985,Thomas Söderberg,Stockholm,Sweden,Uppsala University
1986,Thor Stenbeck,Övraby församling,Sweden,Lund University
1987,Torbjörn Törnqvist,Stockholm,Sweden,Stockholm University
1988,Bo Lundgren,Kristianstad,Sweden,Lund University
1989,Áskell Löve,Reykjavík,Iceland,Lund University
1990,Emil Victor Langlet,Borås,Sweden,Chalmers University of Technology
1991,Oscar Alin,Falu Kristine församling,Sweden,Uppsala University
1992,Johan Graan,Skellefteå parish,Sweden,Uppsala University
1993,Kjell Höglund,Östersund,Sweden,Stockholm University
1994,Jonas Carlsson Dryander,Gothenburg,Sweden,Lund University
1995,Jonas Carlsson Dryander,Gothenburg,Sweden,Uppsala University
1996,Valentin Loienfels,Stralsund,Germany,Uppsala University
1997,Carl Gustaf Malmström,Tysslinge församling,Sweden,Uppsala University
1998,Carl Gustaf Thomson,Malmö,Sweden,Lund University
1999,Chimène van Oosterhout,Willemstad,Curaçao,University of Gothenburg
2000,Philip Haglund,Stockholm,Sweden,Stockholm University
2001,Gunnar Fant,Nyköping,Sweden,Royal Institute of Technology
2002,Gustaf Weidel,Malmö,Sweden,Lund University
2003,Peter Ascanius,Aure,Norway,Uppsala University
2004,Sven Berggren,Höörs socken,Sweden,Uppsala University
2005,Yngve Zotterman,Vadstena,Sweden,Karolinska Institute
2006,Yngve Brilioth,Västra Ed,Sweden,Uppsala University
2007,Nils Bejerot,Norrtälje,Sweden,Karolinska Institute
2008,Gustaf Adlerfelt,Stockholm,Sweden,Uppsala University
2009,Fredrik Adam Smitt,Halmstad,Sweden,Lund University
2010,Fredrik Adam Smitt,Halmstad,Sweden,Uppsala University
2011,Thomas Karlsson,Stockholm,Sweden,Stockholm University
2012,Brūno Kalniņš,Tukums,Latvia,Stockholm University
2013,Ludvig Strigeus,Gothenburg,Sweden,Chalmers University of Technology
2014,Per von Afzelius,Larv parish,Sweden,Uppsala University
2015,Lisa Werlinder,Uppsala,Sweden,Luleå University of Technology
2016,Adolf Noreen,Östra Ämterviks församling,Sweden,Uppsala University
2017,Juris Kronbergs,Stockholm,Sweden,Stockholm University
2018,Claes Borgström,Stockholm,Sweden,Stockholm University
2019,Arnstein Arneberg,Halden,Norway,Royal Institute of Technology
2020,Abraham Langlet,Södertälje,Sweden,Uppsala University
2021,Tage Lindbom,Malmö,Sweden,Stockholm University
2022,Tage Lindbom,Malmö,Sweden,Uppsala University
2023,Finn Malmgren,Domkyrkoförsamlingen in Göteborg,Sweden,Uppsala University
2024,Stefan Löfven,Aspudden,Sweden,Umeå University
2025,Mari Jungstedt,Stockholm,Sweden,Mid Sweden University
2026,Mari Jungstedt,Stockholm,Sweden,Uppsala University
2027,Einar Naumann,Hörby socken,Sweden,Lund University
2028,Per Anger,Gothenburg,Sweden,Uppsala University
2029,Pehr G. Gyllenhammar,Gothenburg,Sweden,Lund University
2030,Jerry Ahrlin,Östersund,Sweden,Mid Sweden University
2031,Anders Knutsson Ångström,Adolf Fredriks parish,Sweden,Uppsala University
2032,Gunnar Bucht,Stocksund,Sweden,Uppsala University
2033,Inga Varg,Bergslagen,Sweden,Royal Institute of Technology
2034,Nils Hylander,Stockholm,Sweden,Uppsala University
2035,Anders Spole,Barnarp parish,Sweden,Uppsala University
2036,Anneli Furmark,Vallentuna Municipality,Sweden,Umeå University
2037,August Wilhelm Malm,Lunds Cathedral Assembly,Sweden,Lund University
2038,Björn Hedvall,Gävle Heliga Trefaldighets,Sweden,Royal Institute of Technology
2039,Gustaf Murray,Stockholm,Sweden,Uppsala University
2040,Linn Berggren,Gothenburg,Sweden,Chalmers University of Technology
2041,Bror Hjorth,Älvkarleby congregation,Sweden,Uppsala University
2042,Carin Jämtin,Stockholm,Sweden,Stockholm University
2043,Carl Gustaf Ekeberg,Danderyd  parish,Sweden,Uppsala University
2044,Carl Nyrén,Jönköping,Sweden,Royal Institute of Technology
2045,Carl Rudolf Florin,Solna Municipality,Sweden,Stockholm University
2046,Cary Fowler,Memphis,United States of America,Uppsala University
2047,Gerhard Lagerstråle,Royal Karlskrona Admiralty parish,Sweden,Uppsala University
2048,Clarence Crafoord,Hudiksvall,Sweden,Karolinska Institute
2049,Lars Leksell,Sweden,Sweden,Karolinska Institute
2050,Nils Brahe,Rydboholm Castle,Sweden,Uppsala University
2051,Wollmar Boström,Sweden,Sweden,Uppsala University
2052,Dilsa Demirbag Sten,Turkey,Turkey,Stockholm University
2053,Percy Barnevik,Simrishamn,Sweden,University of Gothenburg
2054,Sten Nordin,Nyköping,Sweden,Uppsala University
2055,Ib Friis,Svendborg Municipality,Denmark,Uppsala University
2056,Torben Grut,Tuns församling,Sweden,Royal Institute of Technology
2057,Hakon Ahlberg,Laholms församling,Sweden,Royal Institute of Technology
2058,Rolf Dahlgren,Copenhagen,Denmark,Lund University
2059,Henning Hamilton,Jakob and Johanne parish,Sweden,Uppsala University
2060,Ibrahim Baylan,Mardin,Turkey,Umeå University
2061,Erik Penser,Scania,Sweden,Lund University
2062,Ernst Evald Bergroth,Jakobstad,Finland,Stockholm University
2063,Eskil Erlandsson,Torpa församling,Sweden,Swedish University of Agricultural Sciences
2064,Fanny de Sivers,Pärnu,Estonia,Lund University
2065,Fernando Gabeira,Juiz de Fora,Brazil,Stockholm University
2066,Fredrik Georg Afzelius,Films församling,Sweden,Uppsala University
2067,Pål Hollender,Lidköping,Sweden,University of Gothenburg
2068,Lennart Holm,Halmstad,Sweden,Royal Institute of Technology
2069,Pelle Holm,Höganäs,Sweden,Lund University
2070,Rurik Holm,Väsby parish,Sweden,Lund University
2071,Hjalmar Holmgren,Västra Ny församling,Sweden,Uppsala University
2072,Pär Holmgren,Gävle,Sweden,Uppsala University
2073,Torsten Holmgren,Håbo-Tibble församling,Sweden,Royal Institute of Technology
2074,Jörgen Holmquist,Stockholm,Sweden,Stockholm University
2075,Carl Torsten Holmström,Tottarps församling,Sweden,Lund University
2076,Ragnar Holte,Linköping,Sweden,Uppsala University
2077,Ragnar Hoppe,Malmö Sankt Petri församling,Sweden,Lund University
2078,Gunnar Hultgren,Eskilstuna,Sweden,Uppsala University
2079,Bengt Hultqvist,Hemmesjö med Tegnaby församling,Sweden,Stockholm University
2080,Gustaf Adolf Humble,Jönköpings Kristina församling,Sweden,Uppsala University
2081,Sten Hummel-Gumaelius,Idkerberget,Sweden,Royal Institute of Technology
2082,Karl Husberg,Växjö,Sweden,Uppsala University
2083,Torsten Husén,Lund,Sweden,Lund University
2084,Israel Hwasser,Älvkarleby congregation,Sweden,Uppsala University
2085,Ivar Hylander,Norrköping,Sweden,Uppsala University
2086,Gunnar Hägg,Stockholm,Sweden,Stockholm University
2087,Göran Hägg,Stockholm,Sweden,Stockholm University
2088,Tomas Hägg,Uppsala,Sweden,Uppsala University
2089,Arne Häggqvist,Hagge,Sweden,Uppsala University
2090,Frans Wilhelm Häggström,Piteå parish,Sweden,Uppsala University
2091,Zacharias Hæggström,Umeå landsförsamling,Sweden,Uppsala University
2092,Torleif Härd,Gothenburg,Sweden,Chalmers University of Technology
2093,Chris Härenstam,Porvoo,Finland,Örebro University
2094,Knut Håkanson,Kinna församling,Sweden,Uppsala University
2095,Gustaf Hårleman,Essunga,Sweden,Uppsala University
2096,Arvid Gustaf Högbom,Vännäs församling,Sweden,Uppsala University
2097,Ivar Högbom,Adolf Fredriks parish,Sweden,Uppsala University
2098,Karl-Henrik Högstedt,Värnamo socken,Sweden,Uppsala University
2099,Henrik Höjer,Gävle,Sweden,Uppsala University
2100,Torvald Höjer d.ä.,Klara Parish,Sweden,Uppsala University
2101,Torvald T:son Höjer,Johannes parish,Sweden,Uppsala University
2102,Arvid Niclas von Höpken,Parish of St Gertrud of Germany,Sweden,Uppsala University
2103,Pehr Johan Höppener,Linköping,Sweden,Lund University
2104,Olof Hörmander,Degeberga  parish,Sweden,Royal Institute of Technology
2105,Sven Hörstadius,Stockholm,Sweden,Stockholm University
2106,Bengt Idestam-Almquist,Turku,Finland,Uppsala University
2107,Carl Gustaf Indebetou,Östra Vingåkers församling,Sweden,Uppsala University
2108,David Isaksson,Oscars Assembly,Sweden,Royal Institute of Technology
2109,Paul Isberg,Lund,Sweden,Lund University
2110,Malte Jacobsson,Kristianstad,Sweden,Lund University
2111,Olov Janse,Norrköpings Hedvig Parish,Sweden,Uppsala University
2112,Lars Engqvist,Sala,Sweden,Uppsala University
2113,Thore Engströmer,Sollefteå,Sweden,Uppsala University
2114,Carl August Grevesmöhlen,Lindesberg congregation,Sweden,Uppsala University
2115,Johan Hemberg,Torsö parish,Sweden,Uppsala University
2116,Hjalmar Kumlien,Härlunda församling,Sweden,Chalmers University of Technology
2117,Robert Hålén,Gävle Heliga Trefaldighets,Sweden,Uppsala University
2118,Jan O. Jansson,Hofors,Sweden,Uppsala University
2119,Anders Jarlert,Lund,Sweden,Lund University
2120,Håkan Jeppsson,Malmö,Sweden,Lund University
2121,Gunnar Jervas,Arvidsjaurs parish,Sweden,Umeå University
2122,Axel Johansson,Klara Parish,Sweden,Uppsala University
2123,Bengt K.Å. Johansson,Sandared,Sweden,University of Gothenburg
2124,Frans August Johansson,Älmeboda socken,Sweden,Lund University
2125,Johan Erik Johansson,Skultuna församling,Sweden,Uppsala University
2126,Svante O. Johansson,Gothenburg,Sweden,Lund University
2127,Thomas Johansson,Vänersborg,Sweden,Lund University
2128,Waldemar Johansson,Stockholm,Sweden,Royal Institute of Technology
2129,Aron Jonason,Göteborgs Kristine församling,Sweden,Chalmers University of Technology
2130,Jan-Åke Jonsson,Valdemarsvik,Sweden,Uppsala University
2131,Mats Jonsson,Södertälje,Sweden,Mid Sweden University
2132,Erik Josephson,Stockholm,Sweden,Royal Institute of Technology
2133,Torsten Jovinge,Maria Magdalena parish,Sweden,Stockholm University
2134,Hans Oscar Juel,Klara Parish,Sweden,Uppsala University
2135,Julius Juhlin,Vårdsbergs församling,Sweden,Uppsala University
2136,Jonatan Julén,Gothenburg,Sweden,Uppsala University
2137,Otto Järte,Stora Malms församling,Sweden,Uppsala University
2138,Harry Järv,Karperö,Finland,Uppsala University
2139,Bo Kalling,Stockholm,Sweden,Royal Institute of Technology
2140,Andreas Kalsenius,Söderbärke församling,Sweden,Uppsala University
2141,Salam Karam,Baghdad,Iraq,Uppsala University
2142,Robert Karjel,Gothenburg,Sweden,Royal Institute of Technology
2143,Mattias Karlsson,Rottne,Sweden,Lund University
2144,Georg Karnsund,Uddevalla,Sweden,Chalmers University of Technology
2145,Walter Kaudern,Stockholm,Sweden,Stockholm University
2146,Lars Fredrik von Kaulbars,Herrevad Abbey,Sweden,Lund University
2147,Nils Keder,Parish of St Gertrud of Germany,Sweden,Uppsala University
2148,James Keiller,Gothenburg,Sweden,Chalmers University of Technology
2149,Erik Kellberg,Stockholm,Sweden,Uppsala University
2150,Hjalmar Kinberg,Grönby församling,Sweden,Lund University
2151,Martin Kinnunen,Huddinge församling,Sweden,Stockholm University
2152,Christer Kiselman,Stockholm,Sweden,Stockholm University
2153,Nils Matsson Kiöping,Arboga city parish,Sweden,Uppsala University
2154,Adolf Kjellberg,Alsters parish,Sweden,Uppsala University
2155,Jonas Kjellberg,Göteborgs Kristine församling,Sweden,Royal Institute of Technology
2156,Lennart Kjellberg,Uppsala Cathedral Assembly,Sweden,Uppsala University
2157,Knut Kjellmark,Mariefred,Sweden,Uppsala University
2158,Henry Kjellson,Kärna församling,Sweden,Royal Institute of Technology
2159,Peter Klason,Årstads församling,Sweden,Lund University
2160,Kent Klich,Sweden,Sweden,University of Gothenburg
2161,Daniel Klockhoff,Ytterstfors bruksförsamling,Sweden,Uppsala University
2162,Gustaf Kobb,Göteborgs Kristine församling,Sweden,Uppsala University
2163,Torsten Kreuger,Kalmar,Sweden,Chalmers University of Technology
2164,Folke von Krusenstjerna,Söraby församling,Sweden,Lund University
2165,Carl Anders Kullberg,Skövde,Sweden,Uppsala University
2166,Gustaf Kurck,Järstads församling,Sweden,Uppsala University
2167,Bertil Åberg,Gustav Vasa parish,Sweden,Karolinska Institute
2168,Gusten Åberg,Malmö,Sweden,Royal Institute of Technology
2169,Gusten Åberg,Malmö,Sweden,Lund University
2170,Paul Åberg,Malmö,Sweden,Royal Institute of Technology
2171,Pererik Åberg,Staffanstorp,Sweden,Uppsala University
2172,Sven Ture Åberg,Skellefteå,Sweden,Royal Institute of Technology
2173,Gösta Åbergh,Örebro,Sweden,Royal Institute of Technology
2174,Bengt Ågerup,Uppsala,Sweden,Uppsala University
2175,Carl Åkerblad,Stockholm,Sweden,Royal Institute of Technology
2176,Fredrik Åkerblom,Falun,Sweden,Uppsala University
2177,Carl Åkerhielm,Dylta bruk,Sweden,Uppsala University
2178,Dan Åkerhielm,Riseberga församling,Sweden,Lund University
2179,Knut Åkerhielm,Götene socken,Sweden,Uppsala University
